,Date,P_atm,Baseline,50,100,200,300,400,500,1000
66597,8/6/1995 21:00,0,0,0,0,0,0,0,0,0
66598,8/6/1995 22:00,0,0,0,0,0,0,0,0,0
66599,8/6/1995 23:00,0,0,0,0,0,0,0,0,0
66600,8/7/1995 0:00,0,0,0,0,0,0,0,0,0
66601,8/7/1995 1:00,0,0,0,0,0,0,0,0,0
66602,8/7/1995 2:00,0,0,0,0,0,0,0,0,0
66603,8/7/1995 3:00,0,0,0,0,0,0,0,0,0
66604,8/7/1995 4:00,0,0,0,0,0,0,0,0,0
66605,8/7/1995 5:00,0,0,0,0,0,0,0,0,0
66606,8/7/1995 6:00,0,0,0,0,0,0,0,0,0
66607,8/7/1995 7:00,0,0,0,0,0,0,0,0,0
66608,8/7/1995 8:00,0,0,0,0,0,0,0,0,0
66609,8/7/1995 9:00,0,0,0,0,0,0,0,0,0
66610,8/7/1995 10:00,0,0,0,0,0,0,0,0,0
66611,8/7/1995 11:00,0,0,0,0,0,0,0,0,0
66612,8/7/1995 12:00,0,0,0,0,0,0,0,0,0
66613,8/7/1995 13:00,0,0,0,0,0,0,0,0,0
66614,8/7/1995 14:00,0,0,0,0,0,0,0,0,0
66615,8/7/1995 15:00,0,0,0,0,0,0,0,0,0
66616,8/7/1995 16:00,0,0,0,0,0,0,0,0,0
66617,8/7/1995 17:00,0,0,0,0,0,0,0,0,0
66618,8/7/1995 18:00,0,0,0,0,0,0,0,0,0
66619,8/7/1995 19:00,0,0,0,0,0,0,0,0,0
66620,8/7/1995 20:00,0,0,0,0,0,0,0,0,0
66621,8/7/1995 21:00,0,0,0,0,0,0,0,0,0
66622,8/7/1995 22:00,0,0,0,0,0,0,0,0,0
66623,8/7/1995 23:00,0,0,0,0,0,0,0,0,0
66624,8/8/1995 0:00,0,0,0,0,0,0,0,0,0
66625,8/8/1995 1:00,0,0,0,0,0,0,0,0,0
66626,8/8/1995 2:00,0,0,0,0,0,0,0,0,0
66627,8/8/1995 3:00,0,0,0,0,0,0,0,0,0
66628,8/8/1995 4:00,0,0,0,0,0,0,0,0,0
66629,8/8/1995 5:00,0,0,0,0,0,0,0,0,0
66630,8/8/1995 6:00,0,0,0,0,0,0,0,0,0
66631,8/8/1995 7:00,0,0,0,0,0,0,0,0,0
66632,8/8/1995 8:00,0,0,0,0,0,0,0,0,0
66633,8/8/1995 9:00,0,0,0,0,0,0,0,0,0
66634,8/8/1995 10:00,0,0,0,0,0,0,0,0,0
66635,8/8/1995 11:00,0,0,0,0,0,0,0,0,0
66636,8/8/1995 12:00,0,0,0,0,0,0,0,0,0
66637,8/8/1995 13:00,0,0,0,0,0,0,0,0,0
66638,8/8/1995 14:00,0,0,0,0,0,0,0,0,0
66639,8/8/1995 15:00,0,0,0,0,0,0,0,0,0
66640,8/8/1995 16:00,0,0,0,0,0,0,0,0,0
66641,8/8/1995 17:00,0,0,0,0,0,0,0,0,0
66642,8/8/1995 18:00,0,0,0,0,0,0,0,0,0
66643,8/8/1995 19:00,0,0,0,0,0,0,0,0,0
66644,8/8/1995 20:00,0,0,0,0,0,0,0,0,0
66645,8/8/1995 21:00,0,0,0,0,0,0,0,0,0
66646,8/8/1995 22:00,0,0,0,0,0,0,0,0,0
66647,8/8/1995 23:00,0,0,0,0,0,0,0,0,0
66648,8/9/1995 0:00,0,0,0,0,0,0,0,0,0
66649,8/9/1995 1:00,0,0,0,0,0,0,0,0,0
66650,8/9/1995 2:00,0,0,0,0,0,0,0,0,0
66651,8/9/1995 3:00,0,0,0,0,0,0,0,0,0
66652,8/9/1995 4:00,0,0,0,0,0,0,0,0,0
66653,8/9/1995 5:00,0,0,0,0,0,0,0,0,0
66654,8/9/1995 6:00,0,0,0,0,0,0,0,0,0
66655,8/9/1995 7:00,0,0,0,0,0,0,0,0,0
66656,8/9/1995 8:00,0,0,0,0,0,0,0,0,0
66657,8/9/1995 9:00,0,0,0,0,0,0,0,0,0
66658,8/9/1995 10:00,0,0,0,0,0,0,0,0,0
66659,8/9/1995 11:00,0,0,0,0,0,0,0,0,0
66660,8/9/1995 12:00,0,0,0,0,0,0,0,0,0
66661,8/9/1995 13:00,0,0,0,0,0,0,0,0,0
66662,8/9/1995 14:00,0,0,0,0,0,0,0,0,0
66663,8/9/1995 15:00,0,0,0,0,0,0,0,0,0
66664,8/9/1995 16:00,0,0,0,0,0,0,0,0,0
66665,8/9/1995 17:00,0,0,0,0,0,0,0,0,0
66666,8/9/1995 18:00,0,0,0,0,0,0,0,0,0
66667,8/9/1995 19:00,0,0,0,0,0,0,0,0,0
66668,8/9/1995 20:00,0,0,0,0,0,0,0,0,0
66669,8/9/1995 21:00,0,0,0,0,0,0,0,0,0
66670,8/9/1995 22:00,0,0,0,0,0,0,0,0,0
66671,8/9/1995 23:00,0,0,0,0,0,0,0,0,0
66672,8/10/1995 0:00,0,0,0,0,0,0,0,0,0
66673,8/10/1995 1:00,0,0,0,0,0,0,0,0,0
66674,8/10/1995 2:00,0,0,0,0,0,0,0,0,0
66675,8/10/1995 3:00,0,0,0,0,0,0,0,0,0
66676,8/10/1995 4:00,0,0,0,0,0,0,0,0,0
66677,8/10/1995 5:00,0,0,0,0,0,0,0,0,0
66678,8/10/1995 6:00,0,0,0,0,0,0,0,0,0
66679,8/10/1995 7:00,0,0,0,0,0,0,0,0,0
66680,8/10/1995 8:00,0,0,0,0,0,0,0,0,0
66681,8/10/1995 9:00,0,0,0,0,0,0,0,0,0
66682,8/10/1995 10:00,0,0,0,0,0,0,0,0,0
66683,8/10/1995 11:00,0,0,0,0,0,0,0,0,0
66684,8/10/1995 12:00,0,0,0,0,0,0,0,0,0
66685,8/10/1995 13:00,0,0,0,0,0,0,0,0,0
66686,8/10/1995 14:00,0,0,0,0,0,0,0,0,0
66687,8/10/1995 15:00,0,0,0,0,0,0,0,0,0
66688,8/10/1995 16:00,0,0,0,0,0,0,0,0,0
66689,8/10/1995 17:00,0,0,0,0,0,0,0,0,0
66690,8/10/1995 18:00,0,0,0,0,0,0,0,0,0
66691,8/10/1995 19:00,0,0,0,0,0,0,0,0,0
66692,8/10/1995 20:00,0,0,0,0,0,0,0,0,0
66693,8/10/1995 21:00,0,0,0,0,0,0,0,0,0
66694,8/10/1995 22:00,0,0,0,0,0,0,0,0,0
66695,8/10/1995 23:00,0,0,0,0,0,0,0,0,0
66696,8/11/1995 0:00,0,0,0,0,0,0,0,0,0
66697,8/11/1995 1:00,0,0,0,0,0,0,0,0,0
66698,8/11/1995 2:00,0,0,0,0,0,0,0,0,0
66699,8/11/1995 3:00,0,0,0,0,0,0,0,0,0
66700,8/11/1995 4:00,0,0,0,0,0,0,0,0,0
66701,8/11/1995 5:00,0,0,0,0,0,0,0,0,0
66702,8/11/1995 6:00,0,0,0,0,0,0,0,0,0
66703,8/11/1995 7:00,0,0,0,0,0,0,0,0,0
66704,8/11/1995 8:00,0,0,0,0,0,0,0,0,0
66705,8/11/1995 9:00,0,0,0,0,0,0,0,0,0
66706,8/11/1995 10:00,0,0,0,0,0,0,0,0,0
66707,8/11/1995 11:00,0,0,0,0,0,0,0,0,0
66708,8/11/1995 12:00,0,0,0,0,0,0,0,0,0
66709,8/11/1995 13:00,0,0,0,0,0,0,0,0,0
66710,8/11/1995 14:00,0,0,0,0,0,0,0,0,0
66711,8/11/1995 15:00,0,0,0,0,0,0,0,0,0
66712,8/11/1995 16:00,0,0,0,0,0,0,0,0,0
66713,8/11/1995 17:00,0,0,0,0,0,0,0,0,0
66714,8/11/1995 18:00,0,0,0,0,0,0,0,0,0
66715,8/11/1995 19:00,0,0,0,0,0,0,0,0,0
66716,8/11/1995 20:00,0,0,0,0,0,0,0,0,0
66717,8/11/1995 21:00,0,0,0,0,0,0,0,0,0
66718,8/11/1995 22:00,0,0,0,0,0,0,0,0,0
66719,8/11/1995 23:00,0,0,0,0,0,0,0,0,0
66720,8/12/1995 0:00,0,0,0,0,0,0,0,0,0
66721,8/12/1995 1:00,0,0,0,0,0,0,0,0,0
66722,8/12/1995 2:00,0,0,0,0,0,0,0,0,0
66723,8/12/1995 3:00,0,0,0,0,0,0,0,0,0
66724,8/12/1995 4:00,0,0,0,0,0,0,0,0,0
66725,8/12/1995 5:00,0,0,0,0,0,0,0,0,0
66726,8/12/1995 6:00,0,0,0,0,0,0,0,0,0
66727,8/12/1995 7:00,0,0,0,0,0,0,0,0,0
66728,8/12/1995 8:00,0,0,0,0,0,0,0,0,0
66729,8/12/1995 9:00,0,0,0,0,0,0,0,0,0
66730,8/12/1995 10:00,0,0,0,0,0,0,0,0,0
66731,8/12/1995 11:00,0,0,0,0,0,0,0,0,0
66732,8/12/1995 12:00,0,0,0,0,0,0,0,0,0
66733,8/12/1995 13:00,0,0,0,0,0,0,0,0,0
66734,8/12/1995 14:00,0,0,0,0,0,0,0,0,0
66735,8/12/1995 15:00,0,0,0,0,0,0,0,0,0
66736,8/12/1995 16:00,0,0,0,0,0,0,0,0,0
66737,8/12/1995 17:00,0,0,0,0,0,0,0,0,0
66738,8/12/1995 18:00,0,0,0,0,0,0,0,0,0
66739,8/12/1995 19:00,0,0,0,0,0,0,0,0,0
66740,8/12/1995 20:00,0,0,0,0,0,0,0,0,0
66741,8/12/1995 21:00,0,0,0,0,0,0,0,0,0
66742,8/12/1995 22:00,0,0,0,0,0,0,0,0,0
66743,8/12/1995 23:00,0,0,0,0,0,0,0,0,0
66744,8/13/1995 0:00,0,0,0,0,0,0,0,0,0
66745,8/13/1995 1:00,0,0,0,0,0,0,0,0,0
66746,8/13/1995 2:00,0,0,0,0,0,0,0,0,0
66747,8/13/1995 3:00,0,0,0,0,0,0,0,0,0
66748,8/13/1995 4:00,0,0,0,0,0,0,0,0,0
66749,8/13/1995 5:00,0,0,0,0,0,0,0,0,0
66750,8/13/1995 6:00,0,0,0,0,0,0,0,0,0
66751,8/13/1995 7:00,0,0,0,0,0,0,0,0,0
66752,8/13/1995 8:00,0,0,0,0,0,0,0,0,0
66753,8/13/1995 9:00,0,0,0,0,0,0,0,0,0
66754,8/13/1995 10:00,0,0,0,0,0,0,0,0,0
66755,8/13/1995 11:00,0,0,0,0,0,0,0,0,0
66756,8/13/1995 12:00,0,0,0,0,0,0,0,0,0
66757,8/13/1995 13:00,0,0,0,0,0,0,0,0,0
66758,8/13/1995 14:00,0,0,0,0,0,0,0,0,0
66759,8/13/1995 15:00,0,0,0,0,0,0,0,0,0
66760,8/13/1995 16:00,0,0,0,0,0,0,0,0,0
66761,8/13/1995 17:00,0,0,0,0,0,0,0,0,0
66762,8/13/1995 18:00,0,0,0,0,0,0,0,0,0
66763,8/13/1995 19:00,0,0,0,0,0,0,0,0,0
66764,8/13/1995 20:00,0,0,0,0,0,0,0,0,0
66765,8/13/1995 21:00,0,0,0,0,0,0,0,0,0
66766,8/13/1995 22:00,0,0,0,0,0,0,0,0,0
66767,8/13/1995 23:00,0,0,0,0,0,0,0,0,0
66768,8/14/1995 0:00,0,0,0,0,0,0,0,0,0
66769,8/14/1995 1:00,0,0,0,0,0,0,0,0,0
66770,8/14/1995 2:00,0,0,0,0,0,0,0,0,0
66771,8/14/1995 3:00,0,0,0,0,0,0,0,0,0
66772,8/14/1995 4:00,0,0,0,0,0,0,0,0,0
66773,8/14/1995 5:00,0,0,0,0,0,0,0,0,0
66774,8/14/1995 6:00,0,0,0,0,0,0,0,0,0
66775,8/14/1995 7:00,0,0,0,0,0,0,0,0,0
66776,8/14/1995 8:00,0,0,0,0,0,0,0,0,0
66777,8/14/1995 9:00,0,0,0,0,0,0,0,0,0
66778,8/14/1995 10:00,0,0,0,0,0,0,0,0,0
66779,8/14/1995 11:00,0,0,0,0,0,0,0,0,0
66780,8/14/1995 12:00,0,0,0,0,0,0,0,0,0
66781,8/14/1995 13:00,0,0,0,0,0,0,0,0,0
66782,8/14/1995 14:00,0,0,0,0,0,0,0,0,0
66783,8/14/1995 15:00,0,0,0,0,0,0,0,0,0
66784,8/14/1995 16:00,0,0,0,0,0,0,0,0,0
66785,8/14/1995 17:00,0,0,0,0,0,0,0,0,0
66786,8/14/1995 18:00,0,0,0,0,0,0,0,0,0
66787,8/14/1995 19:00,0,0,0,0,0,0,0,0,0
66788,8/14/1995 20:00,0,0,0,0,0,0,0,0,0
66789,8/14/1995 21:00,0,0,0,0,0,0,0,0,0
66790,8/14/1995 22:00,0,0,0,0,0,0,0,0,0
66791,8/14/1995 23:00,0,0,0,0,0,0,0,0,0
66792,8/15/1995 0:00,0,0,0,0,0,0,0,0,0
66793,8/15/1995 1:00,0,0,0,0,0,0,0,0,0
66794,8/15/1995 2:00,0,0,0,0,0,0,0,0,0
66795,8/15/1995 3:00,0,0,0,0,0,0,0,0,0
66796,8/15/1995 4:00,0,0,0,0,0,0,0,0,0
66797,8/15/1995 5:00,0,0,0,0,0,0,0,0,0
66798,8/15/1995 6:00,0,0,0,0,0,0,0,0,0
66799,8/15/1995 7:00,0,0,0,0,0,0,0,0,0
66800,8/15/1995 8:00,0,0,0,0,0,0,0,0,0
66801,8/15/1995 9:00,0,0,0,0,0,0,0,0,0
66802,8/15/1995 10:00,0,0,0,0,0,0,0,0,0
66803,8/15/1995 11:00,0,0,0,0,0,0,0,0,0
66804,8/15/1995 12:00,0,0,0,0,0,0,0,0,0
66805,8/15/1995 13:00,0,0,0,0,0,0,0,0,0
66806,8/15/1995 14:00,0,0,0,0,0,0,0,0,0
66807,8/15/1995 15:00,0,0,0,0,0,0,0,0,0
66808,8/15/1995 16:00,0,0,0,0,0,0,0,0,0
66809,8/15/1995 17:00,0,0,0,0,0,0,0,0,0
66810,8/15/1995 18:00,0,0,0,0,0,0,0,0,0
66811,8/15/1995 19:00,0,0,0,0,0,0,0,0,0
66812,8/15/1995 20:00,0,0,0,0,0,0,0,0,0
66813,8/15/1995 21:00,0,0,0,0,0,0,0,0,0
66814,8/15/1995 22:00,0,0,0,0,0,0,0,0,0
66815,8/15/1995 23:00,0,0,0,0,0,0,0,0,0
66816,8/16/1995 0:00,0,0,0,0,0,0,0,0,0
66817,8/16/1995 1:00,0,0,0,0,0,0,0,0,0
66818,8/16/1995 2:00,0,0,0,0,0,0,0,0,0
66819,8/16/1995 3:00,0,0,0,0,0,0,0,0,0
66820,8/16/1995 4:00,0,0,0,0,0,0,0,0,0
66821,8/16/1995 5:00,0,0,0,0,0,0,0,0,0
66822,8/16/1995 6:00,0,0,0,0,0,0,0,0,0
66823,8/16/1995 7:00,0,0,0,0,0,0,0,0,0
66824,8/16/1995 8:00,0,0,0,0,0,0,0,0,0
66825,8/16/1995 9:00,0,0,0,0,0,0,0,0,0
66826,8/16/1995 10:00,0,0,0,0,0,0,0,0,0
66827,8/16/1995 11:00,0,0,0,0,0,0,0,0,0
66828,8/16/1995 12:00,0,0,0,0,0,0,0,0,0
66829,8/16/1995 13:00,0,0,0,0,0,0,0,0,0
66830,8/16/1995 14:00,0,0,0,0,0,0,0,0,0
66831,8/16/1995 15:00,0,0,0,0,0,0,0,0,0
66832,8/16/1995 16:00,0,0,0,0,0,0,0,0,0
66833,8/16/1995 17:00,0,0,0,0,0,0,0,0,0
66834,8/16/1995 18:00,0,0,0,0,0,0,0,0,0
66835,8/16/1995 19:00,0,0,0,0,0,0,0,0,0
66836,8/16/1995 20:00,0,0,0,0,0,0,0,0,0
66837,8/16/1995 21:00,0,0,0,0,0,0,0,0,0
66838,8/16/1995 22:00,0,0,0,0,0,0,0,0,0
66839,8/16/1995 23:00,0,0,0,0,0,0,0,0,0
66840,8/17/1995 0:00,0,0,0,0,0,0,0,0,0
66841,8/17/1995 1:00,0,0,0,0,0,0,0,0,0
66842,8/17/1995 2:00,0,0,0,0,0,0,0,0,0
66843,8/17/1995 3:00,0,0,0,0,0,0,0,0,0
66844,8/17/1995 4:00,0,0,0,0,0,0,0,0,0
66845,8/17/1995 5:00,0,0,0,0,0,0,0,0,0
66846,8/17/1995 6:00,0,0,0,0,0,0,0,0,0
66847,8/17/1995 7:00,0,0,0,0,0,0,0,0,0
66848,8/17/1995 8:00,0,0,0,0,0,0,0,0,0
66849,8/17/1995 9:00,0,0,0,0,0,0,0,0,0
66850,8/17/1995 10:00,0,0,0,0,0,0,0,0,0
66851,8/17/1995 11:00,0,0,0,0,0,0,0,0,0
66852,8/17/1995 12:00,0,0,0,0,0,0,0,0,0
66853,8/17/1995 13:00,0,0,0,0,0,0,0,0,0
66854,8/17/1995 14:00,0,0,0,0,0,0,0,0,0
66855,8/17/1995 15:00,0,0,0,0,0,0,0,0,0
66856,8/17/1995 16:00,0,0,0,0,0,0,0,0,0
66857,8/17/1995 17:00,0,0,0,0,0,0,0,0,0
66858,8/17/1995 18:00,0,0,0,0,0,0,0,0,0
66859,8/17/1995 19:00,0,0,0,0,0,0,0,0,0
66860,8/17/1995 20:00,0,0,0,0,0,0,0,0,0
66861,8/17/1995 21:00,0,0,0,0,0,0,0,0,0
66862,8/17/1995 22:00,0,0,0,0,0,0,0,0,0
66863,8/17/1995 23:00,0,0,0,0,0,0,0,0,0
66864,8/18/1995 0:00,0,0,0,0,0,0,0,0,0
66865,8/18/1995 1:00,0,0,0,0,0,0,0,0,0
66866,8/18/1995 2:00,0,0,0,0,0,0,0,0,0
66867,8/18/1995 3:00,0,0,0,0,0,0,0,0,0
66868,8/18/1995 4:00,0,0,0,0,0,0,0,0,0
66869,8/18/1995 5:00,0,0,0,0,0,0,0,0,0
66870,8/18/1995 6:00,0,0,0,0,0,0,0,0,0
66871,8/18/1995 7:00,0,0,0,0,0,0,0,0,0
66872,8/18/1995 8:00,0,0,0,0,0,0,0,0,0
66873,8/18/1995 9:00,0,0,0,0,0,0,0,0,0
66874,8/18/1995 10:00,0,0,0,0,0,0,0,0,0
66875,8/18/1995 11:00,0,0,0,0,0,0,0,0,0
66876,8/18/1995 12:00,0,0,0,0,0,0,0,0,0
66877,8/18/1995 13:00,0,0,0,0,0,0,0,0,0
66878,8/18/1995 14:00,0,0,0,0,0,0,0,0,0
66879,8/18/1995 15:00,0,0,0,0,0,0,0,0,0
66880,8/18/1995 16:00,0,0,0,0,0,0,0,0,0
66881,8/18/1995 17:00,0,0,0,0,0,0,0,0,0
66882,8/18/1995 18:00,0,0,0,0,0,0,0,0,0
66883,8/18/1995 19:00,0,0,0,0,0,0,0,0,0
66884,8/18/1995 20:00,0,0,0,0,0,0,0,0,0
66885,8/18/1995 21:00,0,0,0,0,0,0,0,0,0
66886,8/18/1995 22:00,0,0,0,0,0,0,0,0,0
66887,8/18/1995 23:00,0,0,0,0,0,0,0,0,0
66888,8/19/1995 0:00,0,0,0,0,0,0,0,0,0
66889,8/19/1995 1:00,0,0,0,0,0,0,0,0,0
66890,8/19/1995 2:00,0,0,0,0,0,0,0,0,0
66891,8/19/1995 3:00,0,0,0,0,0,0,0,0,0
66892,8/19/1995 4:00,0,0,0,0,0,0,0,0,0
66893,8/19/1995 5:00,0,0,0,0,0,0,0,0,0
66894,8/19/1995 6:00,0,0,0,0,0,0,0,0,0
66895,8/19/1995 7:00,0,0,0,0,0,0,0,0,0
66896,8/19/1995 8:00,0,0,0,0,0,0,0,0,0
66897,8/19/1995 9:00,0,0,0,0,0,0,0,0,0
66898,8/19/1995 10:00,0,0,0,0,0,0,0,0,0
66899,8/19/1995 11:00,0,0,0,0,0,0,0,0,0
66900,8/19/1995 12:00,0,0,0,0,0,0,0,0,0
66901,8/19/1995 13:00,0,0,0,0,0,0,0,0,0
66902,8/19/1995 14:00,0,0,0,0,0,0,0,0,0
66903,8/19/1995 15:00,0,0,0,0,0,0,0,0,0
66904,8/19/1995 16:00,0,0,0,0,0,0,0,0,0
66905,8/19/1995 17:00,0,0,0,0,0,0,0,0,0
66906,8/19/1995 18:00,0,0,0,0,0,0,0,0,0
66907,8/19/1995 19:00,0,0,0,0,0,0,0,0,0
66908,8/19/1995 20:00,0,0,0,0,0,0,0,0,0
66909,8/19/1995 21:00,0,0,0,0,0,0,0,0,0
66910,8/19/1995 22:00,0,0,0,0,0,0,0,0,0
66911,8/19/1995 23:00,0,0,0,0,0,0,0,0,0
66912,8/20/1995 0:00,0,0,0,0,0,0,0,0,0
66913,8/20/1995 1:00,0,0,0,0,0,0,0,0,0
66914,8/20/1995 2:00,0,0,0,0,0,0,0,0,0
66915,8/20/1995 3:00,0,0,0,0,0,0,0,0,0
66916,8/20/1995 4:00,0,0,0,0,0,0,0,0,0
66917,8/20/1995 5:00,0,0,0,0,0,0,0,0,0
66918,8/20/1995 6:00,0,0,0,0,0,0,0,0,0
66919,8/20/1995 7:00,0,0,0,0,0,0,0,0,0
66920,8/20/1995 8:00,0,0,0,0,0,0,0,0,0
66921,8/20/1995 9:00,0,0,0,0,0,0,0,0,0
66922,8/20/1995 10:00,0,0,0,0,0,0,0,0,0
66923,8/20/1995 11:00,0,0,0,0,0,0,0,0,0
66924,8/20/1995 12:00,0,0,0,0,0,0,0,0,0
66925,8/20/1995 13:00,0,0,0,0,0,0,0,0,0
66926,8/20/1995 14:00,0,0,0,0,0,0,0,0,0
66927,8/20/1995 15:00,0,0,0,0,0,0,0,0,0
66928,8/20/1995 16:00,0,0,0,0,0,0,0,0,0
66929,8/20/1995 17:00,0,0,0,0,0,0,0,0,0
66930,8/20/1995 18:00,0,0,0,0,0,0,0,0,0
66931,8/20/1995 19:00,0,0,0,0,0,0,0,0,0
66932,8/20/1995 20:00,0,0,0,0,0,0,0,0,0
66933,8/20/1995 21:00,0,0,0,0,0,0,0,0,0
66934,8/20/1995 22:00,0,0,0,0,0,0,0,0,0
66935,8/20/1995 23:00,0,0,0,0,0,0,0,0,0
66936,8/21/1995 0:00,0,0,0,0,0,0,0,0,0
66937,8/21/1995 1:00,0,0,0,0,0,0,0,0,0
66938,8/21/1995 2:00,0,0,0,0,0,0,0,0,0
66939,8/21/1995 3:00,0,0,0,0,0,0,0,0,0
66940,8/21/1995 4:00,0,0,0,0,0,0,0,0,0
66941,8/21/1995 5:00,0,0,0,0,0,0,0,0,0
66942,8/21/1995 6:00,0,0,0,0,0,0,0,0,0
66943,8/21/1995 7:00,0,0,0,0,0,0,0,0,0
66944,8/21/1995 8:00,0,0,0,0,0,0,0,0,0
66945,8/21/1995 9:00,0,0,0,0,0,0,0,0,0
66946,8/21/1995 10:00,0,0,0,0,0,0,0,0,0
66947,8/21/1995 11:00,0,0,0,0,0,0,0,0,0
66948,8/21/1995 12:00,0,0,0,0,0,0,0,0,0
66949,8/21/1995 13:00,0,0,0,0,0,0,0,0,0
66950,8/21/1995 14:00,0,0,0,0,0,0,0,0,0
66951,8/21/1995 15:00,0,0,0,0,0,0,0,0,0
66952,8/21/1995 16:00,0,0,0,0,0,0,0,0,0
66953,8/21/1995 17:00,0,0,0,0,0,0,0,0,0
66954,8/21/1995 18:00,0,0,0,0,0,0,0,0,0
66955,8/21/1995 19:00,0,0,0,0,0,0,0,0,0
66956,8/21/1995 20:00,0,0,0,0,0,0,0,0,0
66957,8/21/1995 21:00,0,0,0,0,0,0,0,0,0
66958,8/21/1995 22:00,0,0,0,0,0,0,0,0,0
66959,8/21/1995 23:00,0,0,0,0,0,0,0,0,0
66960,8/22/1995 0:00,0,0,0,0,0,0,0,0,0
66961,8/22/1995 1:00,0,0,0,0,0,0,0,0,0
66962,8/22/1995 2:00,0,0,0,0,0,0,0,0,0
66963,8/22/1995 3:00,0,0,0,0,0,0,0,0,0
66964,8/22/1995 4:00,0,0,0,0,0,0,0,0,0
66965,8/22/1995 5:00,0,0,0,0,0,0,0,0,0
66966,8/22/1995 6:00,0,0,0,0,0,0,0,0,0
66967,8/22/1995 7:00,0,0,0,0,0,0,0,0,0
66968,8/22/1995 8:00,0,0,0,0,0,0,0,0,0
66969,8/22/1995 9:00,0,0,0,0,0,0,0,0,0
66970,8/22/1995 10:00,0,0,0,0,0,0,0,0,0
66971,8/22/1995 11:00,0,0,0,0,0,0,0,0,0
66972,8/22/1995 12:00,0,0,0,0,0,0,0,0,0
66973,8/22/1995 13:00,0,0,0,0,0,0,0,0,0
66974,8/22/1995 14:00,0,0,0,0,0,0,0,0,0
66975,8/22/1995 15:00,0,0,0,0,0,0,0,0,0
66976,8/22/1995 16:00,0,0,0,0,0,0,0,0,0
66977,8/22/1995 17:00,0,0,0,0,0,0,0,0,0
66978,8/22/1995 18:00,0,0,0,0,0,0,0,0,0
66979,8/22/1995 19:00,0,0,0,0,0,0,0,0,0
66980,8/22/1995 20:00,0,0,0,0,0,0,0,0,0
66981,8/22/1995 21:00,0,0,0,0,0,0,0,0,0
66982,8/22/1995 22:00,0,0,0,0,0,0,0,0,0
66983,8/22/1995 23:00,0,0,0,0,0,0,0,0,0
66984,8/23/1995 0:00,0,0,0,0,0,0,0,0,0
66985,8/23/1995 1:00,0,0,0,0,0,0,0,0,0
66986,8/23/1995 2:00,0,0,0,0,0,0,0,0,0
66987,8/23/1995 3:00,0,0,0,0,0,0,0,0,0
66988,8/23/1995 4:00,0,0,0,0,0,0,0,0,0
66989,8/23/1995 5:00,0,0,0,0,0,0,0,0,0
66990,8/23/1995 6:00,0,0,0,0,0,0,0,0,0
66991,8/23/1995 7:00,0,0,0,0,0,0,0,0,0
66992,8/23/1995 8:00,0,0,0,0,0,0,0,0,0
66993,8/23/1995 9:00,0,0,0,0,0,0,0,0,0
66994,8/23/1995 10:00,0,0,0,0,0,0,0,0,0
66995,8/23/1995 11:00,0,0,0,0,0,0,0,0,0
66996,8/23/1995 12:00,0,0,0,0,0,0,0,0,0
66997,8/23/1995 13:00,0,0,0,0,0,0,0,0,0
66998,8/23/1995 14:00,0,0,0,0,0,0,0,0,0
66999,8/23/1995 15:00,0,0,0,0,0,0,0,0,0
67000,8/23/1995 16:00,0,0,0,0,0,0,0,0,0
67001,8/23/1995 17:00,0,0,0,0,0,0,0,0,0
67002,8/23/1995 18:00,0,0,0,0,0,0,0,0,0
67003,8/23/1995 19:00,0,0,0,0,0,0,0,0,0
67004,8/23/1995 20:00,0,0,0,0,0,0,0,0,0
67005,8/23/1995 21:00,0,0,0,0,0,0,0,0,0
67006,8/23/1995 22:00,0,0,0,0,0,0,0,0,0
67007,8/23/1995 23:00,0,0,0,0,0,0,0,0,0
67008,8/24/1995 0:00,0,0,0,0,0,0,0,0,0
67009,8/24/1995 1:00,0,0,0,0,0,0,0,0,0
67010,8/24/1995 2:00,0,0,0,0,0,0,0,0,0
67011,8/24/1995 3:00,0,0,0,0,0,0,0,0,0
67012,8/24/1995 4:00,0,0,0,0,0,0,0,0,0
67013,8/24/1995 5:00,0,0,0,0,0,0,0,0,0
67014,8/24/1995 6:00,0,0,0,0,0,0,0,0,0
67015,8/24/1995 7:00,0,0,0,0,0,0,0,0,0
67016,8/24/1995 8:00,0,0,0,0,0,0,0,0,0
67017,8/24/1995 9:00,0,0,0,0,0,0,0,0,0
67018,8/24/1995 10:00,0,0,0,0,0,0,0,0,0
67019,8/24/1995 11:00,0,0,0,0,0,0,0,0,0
67020,8/24/1995 12:00,0,0,0,0,0,0,0,0,0
67021,8/24/1995 13:00,0,0,0,0,0,0,0,0,0
67022,8/24/1995 14:00,0,0,0,0,0,0,0,0,0
67023,8/24/1995 15:00,0,0,0,0,0,0,0,0,0
67024,8/24/1995 16:00,0,0,0,0,0,0,0,0,0
67025,8/24/1995 17:00,0,0,0,0,0,0,0,0,0
67026,8/24/1995 18:00,0,0,0,0,0,0,0,0,0
67027,8/24/1995 19:00,0,0,0,0,0,0,0,0,0
67028,8/24/1995 20:00,0,0,0,0,0,0,0,0,0
67029,8/24/1995 21:00,0,0,0,0,0,0,0,0,0
67030,8/24/1995 22:00,0,0,0,0,0,0,0,0,0
67031,8/24/1995 23:00,0,0,0,0,0,0,0,0,0
67032,8/25/1995 0:00,0.025,0,0,0,0,0,0,0,0
